2023-3-8 15:13:04-debug: asset-db:worker-init (1360ms)
2023-3-8 15:13:04-debug: %cImport%c: /Applications/CocosCreator/Creator/3.7.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_file_content background: #aaff85; color: #000; color: #000;
2023-3-8 20:18:25-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ---- (1ms)
2023-3-8 20:18:25-debug: run build task 从 suffixMap 生成 md5AssetsMap 到 settings.json success in 1 ms √15%
2023-3-8 20:21:27-debug: Query all assets info in project
2023-3-8 20:21:27-debug: init custom config: keepNodeUuid: false, useCache: true
2023-3-8 20:21:27-debug: 查询 Asset Bundle start0%
2023-3-8 20:21:27-debug: // ---- build task 查询 Asset Bundle ----
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.69MB rss 228.93MB
2023-3-8 20:21:27-debug:   Number of all scenes: 1
2023-3-8 20:21:27-debug:   Number of all scripts: 2
2023-3-8 20:21:27-debug:   Number of other assets: 295
2023-3-8 20:21:27-debug: // ---- build task 查询 Asset Bundle ---- (6ms)
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.43MB rss 228.98MB
2023-3-8 20:21:27-debug: 查询使用的资源以及资源包配置 start3%
2023-3-8 20:21:27-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-3-8 20:21:27-debug: run build task 查询 Asset Bundle success in 6 ms √3%
2023-3-8 20:21:27-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2023-3-8 20:21:27-debug: Number of scenes: 1
2023-3-8 20:21:27-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (7ms)
2023-3-8 20:21:27-debug: run build task 查询使用的资源以及资源包配置 success in 7 ms √7%
2023-3-8 20:21:27-debug: sort script group...
2023-3-8 20:21:27-debug: 整理脚本分组与脚本数据 start7%
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.84MB rss 228.99MB
2023-3-8 20:21:27-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-3-8 20:21:27-debug: run build task 整理脚本分组与脚本数据 success in 0 ms √10%
2023-3-8 20:21:27-debug: 初始化 settings.json 与 config.json start10%
2023-3-8 20:21:27-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.87MB rss 228.99MB
2023-3-8 20:21:27-debug: run build task 初始化 settings.json 与 config.json success in 0 ms √11%
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.89MB rss 229.00MB
2023-3-8 20:21:27-debug: builder.tasks.settings.macro start11%
2023-3-8 20:21:27-debug: // ---- build task builder.tasks.settings.macro ----
2023-3-8 20:21:27-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-3-8 20:21:27-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
2023-3-8 20:21:27-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
2023-3-8 20:21:27-debug: 整理部分构建选项内数据到 settings.json start11%
2023-3-8 20:21:27-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-3-8 20:21:27-debug: Process: heapTotal 215.07MB heapUsed 191.92MB rss 229.00MB
2023-3-8 20:21:28-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (437ms)
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 191.98MB rss 229.02MB
2023-3-8 20:21:28-debug: run build task 整理部分构建选项内数据到 settings.json success in 437 ms √12%
2023-3-8 20:21:28-debug: custom joint texture layouts start12%
2023-3-8 20:21:28-debug: // ---- build task custom joint texture layouts ----
2023-3-8 20:21:28-debug: // ---- build task custom joint texture layouts ---- (1ms)
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 192.00MB rss 229.02MB
2023-3-8 20:21:28-debug: custom joint physics start12%
2023-3-8 20:21:28-debug: // ---- build task custom joint physics ----
2023-3-8 20:21:28-debug: run build task custom joint texture layouts success in 1 ms √12%
2023-3-8 20:21:28-debug: // ---- build task custom joint physics ---- (1ms)
2023-3-8 20:21:28-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-3-8 20:21:28-debug: 填充脚本数据到 settings.json start13%
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 192.02MB rss 229.03MB
2023-3-8 20:21:28-debug: run build task custom joint physics success in 1 ms √13%
2023-3-8 20:21:28-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-3-8 20:21:28-debug: 填充场景数据到 settings.json start13%
2023-3-8 20:21:28-debug: // ---- build task 填充场景数据到 settings.json ----
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 192.04MB rss 229.04MB
2023-3-8 20:21:28-debug: run build task 填充场景数据到 settings.json success in 0 ms √14%
2023-3-8 20:21:28-debug: 整理资源分组，生成 packedAssets 以及 rawAssets 数据 start14%
2023-3-8 20:21:28-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ----
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 192.06MB rss 229.04MB
2023-3-8 20:21:28-debug: run build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 success in 0 ms √14%
2023-3-8 20:21:28-debug: options.md5Cache is false.
2023-3-8 20:21:28-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ----
2023-3-8 20:21:28-debug: Process: heapTotal 215.07MB heapUsed 192.21MB rss 229.05MB
2023-3-8 20:21:28-debug: 从 suffixMap 生成 md5AssetsMap 到 settings.json start14%
2023-3-8 20:21:28-debug: run build task 从 suffixMap 生成 md5AssetsMap 到 settings.json success in 0 ms √15%
2023-3-8 20:25:28-debug: refresh db internal success
2023-3-8 20:25:28-debug: asset-db:worker-effect-data-processing (133ms)
2023-3-8 20:25:28-debug: %cImport%c: /Users/zzx/Desktop/naga123/client/assets/script/login/loginMessage.tsbackground: #aaff85; color: #000;color: #000;
2023-3-8 20:25:28-debug: refresh db assets success
2023-3-8 20:25:28-debug: asset-db:refresh-all-database (185ms)
2023-3-8 20:25:28-debug: Query all assets info in project
2023-3-8 20:25:28-debug: init custom config: keepNodeUuid: false, useCache: true
2023-3-8 20:25:28-debug: 查询 Asset Bundle start0%
2023-3-8 20:25:28-debug: // ---- build task 查询 Asset Bundle ----
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 198.42MB rss 234.41MB
2023-3-8 20:25:28-debug:   Number of all scenes: 1
2023-3-8 20:25:28-debug:   Number of all scripts: 2
2023-3-8 20:25:28-debug:   Number of other assets: 295
2023-3-8 20:25:28-debug: // ---- build task 查询 Asset Bundle ---- (8ms)
2023-3-8 20:25:28-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-3-8 20:25:28-debug: 查询使用的资源以及资源包配置 start3%
2023-3-8 20:25:28-debug: run build task 查询 Asset Bundle success in 8 ms √3%
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 199.81MB rss 234.45MB
2023-3-8 20:25:28-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2023-3-8 20:25:28-debug: Number of scenes: 1
2023-3-8 20:25:28-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (7ms)
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 197.44MB rss 234.48MB
2023-3-8 20:25:28-debug: sort script group...
2023-3-8 20:25:28-debug: 整理脚本分组与脚本数据 start7%
2023-3-8 20:25:28-debug: run build task 查询使用的资源以及资源包配置 success in 7 ms √7%
2023-3-8 20:25:28-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-3-8 20:25:28-debug: 初始化 settings.json 与 config.json start10%
2023-3-8 20:25:28-debug: run build task 整理脚本分组与脚本数据 success in 0 ms √10%
2023-3-8 20:25:28-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 197.46MB rss 234.49MB
2023-3-8 20:25:28-debug: // ---- build task 初始化 settings.json 与 config.json ---- (1ms)
2023-3-8 20:25:28-debug: // ---- build task builder.tasks.settings.macro ----
2023-3-8 20:25:28-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-3-8 20:25:28-debug: builder.tasks.settings.macro start11%
2023-3-8 20:25:28-debug: run build task 初始化 settings.json 与 config.json success in 1 ms √11%
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 197.49MB rss 234.49MB
2023-3-8 20:25:28-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
2023-3-8 20:25:28-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
2023-3-8 20:25:28-debug: 整理部分构建选项内数据到 settings.json start11%
2023-3-8 20:25:28-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-3-8 20:25:28-debug: Process: heapTotal 226.17MB heapUsed 197.51MB rss 234.50MB
2023-3-8 20:25:29-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (527ms)
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.62MB rss 231.96MB
2023-3-8 20:25:29-debug: run build task 整理部分构建选项内数据到 settings.json success in 527 ms √12%
2023-3-8 20:25:29-debug: custom joint texture layouts start12%
2023-3-8 20:25:29-debug: // ---- build task custom joint texture layouts ----
2023-3-8 20:25:29-debug: // ---- build task custom joint texture layouts ---- (1ms)
2023-3-8 20:25:29-debug: run build task custom joint texture layouts success in 1 ms √12%
2023-3-8 20:25:29-debug: custom joint physics start12%
2023-3-8 20:25:29-debug: // ---- build task custom joint physics ----
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.64MB rss 231.97MB
2023-3-8 20:25:29-debug: run build task custom joint physics success in 0 ms √13%
2023-3-8 20:25:29-debug: 填充脚本数据到 settings.json start13%
2023-3-8 20:25:29-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.65MB rss 231.97MB
2023-3-8 20:25:29-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-3-8 20:25:29-debug: 填充场景数据到 settings.json start13%
2023-3-8 20:25:29-debug: // ---- build task 填充场景数据到 settings.json ----
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.67MB rss 231.98MB
2023-3-8 20:25:29-debug: run build task 填充场景数据到 settings.json success in 0 ms √14%
2023-3-8 20:25:29-debug: 整理资源分组，生成 packedAssets 以及 rawAssets 数据 start14%
2023-3-8 20:25:29-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ----
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.69MB rss 231.98MB
2023-3-8 20:25:29-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ---- (1ms)
2023-3-8 20:25:29-debug: run build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 success in 1 ms √14%
2023-3-8 20:25:29-debug: options.md5Cache is false.
2023-3-8 20:25:29-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ----
2023-3-8 20:25:29-debug: Process: heapTotal 226.17MB heapUsed 197.85MB rss 231.98MB
2023-3-8 20:25:29-debug: 从 suffixMap 生成 md5AssetsMap 到 settings.json start14%
2023-3-8 20:25:29-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ---- (1ms)
2023-3-8 20:25:29-debug: run build task 从 suffixMap 生成 md5AssetsMap 到 settings.json success in 1 ms √15%
2023-3-8 20:25:46-debug: Query all assets info in project
2023-3-8 20:25:46-debug: init custom config: keepNodeUuid: false, useCache: true
2023-3-8 20:25:46-debug:   Number of all scenes: 1
2023-3-8 20:25:46-debug: // ---- build task 查询 Asset Bundle ----
2023-3-8 20:25:46-debug: Process: heapTotal 226.17MB heapUsed 199.90MB rss 231.98MB
2023-3-8 20:25:46-debug: 查询 Asset Bundle start0%
2023-3-8 20:25:46-debug:   Number of other assets: 295
2023-3-8 20:25:46-debug:   Number of all scripts: 2
2023-3-8 20:25:46-debug: // ---- build task 查询 Asset Bundle ---- (7ms)
2023-3-8 20:25:46-debug: Process: heapTotal 219.17MB heapUsed 197.57MB rss 232.01MB
2023-3-8 20:25:46-debug: run build task 查询 Asset Bundle success in 7 ms √3%
2023-3-8 20:25:46-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-3-8 20:25:46-debug: 查询使用的资源以及资源包配置 start3%
2023-3-8 20:25:46-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2023-3-8 20:25:46-debug: Number of scenes: 1
2023-3-8 20:25:46-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (8ms)
2023-3-8 20:25:46-debug: run build task 查询使用的资源以及资源包配置 success in 8 ms √7%
2023-3-8 20:25:46-debug: sort script group...
2023-3-8 20:25:46-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-3-8 20:25:46-debug: Process: heapTotal 219.17MB heapUsed 197.09MB rss 232.08MB
2023-3-8 20:25:46-debug: 整理脚本分组与脚本数据 start7%
2023-3-8 20:25:46-debug: // ---- build task 整理脚本分组与脚本数据 ---- (1ms)
2023-3-8 20:25:46-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-3-8 20:25:46-debug: 初始化 settings.json 与 config.json start10%
2023-3-8 20:25:46-debug: Process: heapTotal 219.17MB heapUsed 197.12MB rss 232.09MB
2023-3-8 20:25:46-debug: run build task 整理脚本分组与脚本数据 success in 1 ms √10%
2023-3-8 20:25:46-debug: run build task 初始化 settings.json 与 config.json success in 0 ms √11%
2023-3-8 20:25:46-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-3-8 20:25:46-debug: builder.tasks.settings.macro start11%
2023-3-8 20:25:46-debug: // ---- build task builder.tasks.settings.macro ----
2023-3-8 20:25:46-debug: Process: heapTotal 219.17MB heapUsed 197.14MB rss 232.10MB
2023-3-8 20:25:46-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
2023-3-8 20:25:46-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
2023-3-8 20:25:46-debug: 整理部分构建选项内数据到 settings.json start11%
2023-3-8 20:25:46-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-3-8 20:25:46-debug: Process: heapTotal 219.17MB heapUsed 197.16MB rss 232.11MB
2023-3-8 20:25:47-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (252ms)
2023-3-8 20:25:47-debug: run build task 整理部分构建选项内数据到 settings.json success in 252 ms √12%
2023-3-8 20:25:47-debug: custom joint texture layouts start12%
2023-3-8 20:25:47-debug: // ---- build task custom joint texture layouts ----
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.22MB rss 232.11MB
2023-3-8 20:25:47-debug: run build task custom joint texture layouts success in 0 ms √12%
2023-3-8 20:25:47-debug: custom joint physics start12%
2023-3-8 20:25:47-debug: // ---- build task custom joint physics ----
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.24MB rss 232.11MB
2023-3-8 20:25:47-debug: run build task custom joint physics success in 0 ms √13%
2023-3-8 20:25:47-debug: 填充脚本数据到 settings.json start13%
2023-3-8 20:25:47-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.26MB rss 232.11MB
2023-3-8 20:25:47-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.28MB rss 232.12MB
2023-3-8 20:25:47-debug: 填充场景数据到 settings.json start13%
2023-3-8 20:25:47-debug: // ---- build task 填充场景数据到 settings.json ----
2023-3-8 20:25:47-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-3-8 20:25:47-debug: // ---- build task 填充场景数据到 settings.json ---- (1ms)
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.30MB rss 232.13MB
2023-3-8 20:25:47-debug: 整理资源分组，生成 packedAssets 以及 rawAssets 数据 start14%
2023-3-8 20:25:47-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ----
2023-3-8 20:25:47-debug: run build task 填充场景数据到 settings.json success in 1 ms √14%
2023-3-8 20:25:47-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ---- (1ms)
2023-3-8 20:25:47-debug: run build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 success in 1 ms √14%
2023-3-8 20:25:47-debug: options.md5Cache is false.
2023-3-8 20:25:47-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ----
2023-3-8 20:25:47-debug: Process: heapTotal 219.17MB heapUsed 197.46MB rss 232.13MB
2023-3-8 20:25:47-debug: 从 suffixMap 生成 md5AssetsMap 到 settings.json start14%
2023-3-8 20:25:47-debug: run build task 从 suffixMap 生成 md5AssetsMap 到 settings.json success in 0 ms √15%
2023-3-8 20:51:24-debug: refresh db internal success
2023-3-8 20:51:24-debug: %cImport%c: /Users/zzx/Desktop/naga123/client/assets/script/login/login.tsbackground: #aaff85; color: #000;color: #000;
2023-3-8 20:51:24-debug: %cImport%c: /Users/zzx/Desktop/naga123/client/assets/script/login/loginMessage.tsbackground: #aaff85; color: #000;color: #000;
2023-3-8 20:51:24-debug: asset-db:worker-effect-data-processing (132ms)
2023-3-8 20:51:24-debug: refresh db assets success
2023-3-8 20:51:24-debug: asset-db:refresh-all-database (188ms)
2023-3-8 20:51:24-debug: Query all assets info in project
2023-3-8 20:51:24-debug: init custom config: keepNodeUuid: false, useCache: true
2023-3-8 20:51:24-debug:   Number of all scripts: 2
2023-3-8 20:51:24-debug:   Number of all scenes: 1
2023-3-8 20:51:24-debug:   Number of other assets: 295
2023-3-8 20:51:24-debug: 查询 Asset Bundle start0%
2023-3-8 20:51:24-debug: // ---- build task 查询 Asset Bundle ----
2023-3-8 20:51:24-debug: Process: heapTotal 238.45MB heapUsed 202.29MB rss 235.22MB
2023-3-8 20:51:24-debug: // ---- build task 查询 Asset Bundle ---- (13ms)
2023-3-8 20:51:24-debug: Process: heapTotal 238.45MB heapUsed 203.69MB rss 236.66MB
2023-3-8 20:51:24-debug: run build task 查询 Asset Bundle success in 13 ms √3%
2023-3-8 20:51:24-debug: 查询使用的资源以及资源包配置 start3%
2023-3-8 20:51:24-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-3-8 20:51:24-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2023-3-8 20:51:24-debug: Number of scenes: 1
2023-3-8 20:51:24-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (19ms)
2023-3-8 20:51:24-debug: 整理脚本分组与脚本数据 start7%
2023-3-8 20:51:24-debug: run build task 查询使用的资源以及资源包配置 success in 19 ms √7%
2023-3-8 20:51:24-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-3-8 20:51:24-debug: Process: heapTotal 238.45MB heapUsed 205.05MB rss 238.32MB
2023-3-8 20:51:24-debug: sort script group...
2023-3-8 20:51:24-debug: // ---- build task 整理脚本分组与脚本数据 ---- (2ms)
2023-3-8 20:51:24-debug: run build task 整理脚本分组与脚本数据 success in 2 ms √10%
2023-3-8 20:51:24-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-3-8 20:51:24-debug: Process: heapTotal 238.45MB heapUsed 205.07MB rss 238.36MB
2023-3-8 20:51:24-debug: 初始化 settings.json 与 config.json start10%
2023-3-8 20:51:24-debug: run build task 初始化 settings.json 与 config.json success in 0 ms √11%
2023-3-8 20:51:24-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-3-8 20:51:24-debug: builder.tasks.settings.macro start11%
2023-3-8 20:51:24-debug: Process: heapTotal 238.45MB heapUsed 205.09MB rss 238.38MB
2023-3-8 20:51:24-debug: // ---- build task builder.tasks.settings.macro ----
